question_id,question,option_a,option_b,option_c,option_d,correct_answer,explanation,subject,chapter,difficulty
CB7-01073,What is 42 + 7?,48,49,50,51,B,42 + 7 = 49,English,Comprehension,Easy
CB7-01074,What is 18 + 22?,42,39,40,41,C,18 + 22 = 40,Maths,Algebra,Medium
CB7-01075,What is 13 + 39?,54,51,52,53,C,13 + 39 = 52,SST,Media,Hard
CB7-01076,What is 39 + 34?,72,74,75,73,D,39 + 34 = 73,SST,Environment,Hard
CB7-01077,What is 34 + 20?,55,53,56,54,D,34 + 20 = 54,SST,Government,Easy
CB7-01078,What is 39 + 12?,51,52,53,50,A,39 + 12 = 51,SST,State Government,Easy
CB7-01079,What is 38 + 7?,47,45,44,46,B,38 + 7 = 45,Science,Transportation in Plants and Animals,Easy
CB7-01080,What is 17 + 7?,26,24,23,25,B,17 + 7 = 24,English,Comprehension,Medium
CB7-01081,What is 17 + 4?,22,20,23,21,D,17 + 4 = 21,English,Comprehension,Easy
CB7-01082,What is 32 + 10?,44,41,43,42,D,32 + 10 = 42,Science,Heat,Hard
CB7-01083,What is 12 + 43?,56,57,55,54,C,12 + 43 = 55,SST,Delhi Sultanate,Easy
CB7-01084,What is 18 + 3?,23,20,21,22,C,18 + 3 = 21,SST,Medieval India,Hard
CB7-01085,What is 7 + 13?,19,22,21,20,D,7 + 13 = 20,Maths,Data Handling,Medium
CB7-01086,What is 20 + 31?,50,52,53,51,D,20 + 31 = 51,Science,Acids Bases and Salts,Hard
CB7-01087,What is 37 + 26?,64,63,62,65,B,37 + 26 = 63,Maths,Lines and Angles,Medium
CB7-01088,What is 25 + 17?,41,42,44,43,B,25 + 17 = 42,English,Synonyms Antonyms,Easy
CB7-01089,What is 46 + 14?,60,61,59,62,A,46 + 14 = 60,SST,Delhi Sultanate,Easy
CB7-01090,What is 27 + 44?,72,70,71,73,C,27 + 44 = 71,English,Parts of Speech,Medium
CB7-01091,What is 40 + 49?,88,90,89,91,C,40 + 49 = 89,SST,Inside our Earth,Hard
CB7-01092,What is 3 + 3?,5,6,8,7,B,3 + 3 = 6,SST,Media,Hard
CB7-01093,What is 3 + 49?,52,54,51,53,A,3 + 49 = 52,Science,Transportation in Plants and Animals,Hard
CB7-01094,What is 49 + 46?,97,94,96,95,D,49 + 46 = 95,Maths,Algebra,Hard
CB7-01095,What is 24 + 10?,34,33,35,36,A,24 + 10 = 34,Science,Electric Current,Easy
CB7-01096,What is 23 + 1?,23,25,26,24,D,23 + 1 = 24,Maths,Fractions and Decimals,Hard
CB7-01097,What is 44 + 46?,89,92,90,91,C,44 + 46 = 90,SST,Environment,Hard
CB7-01098,What is 1 + 17?,20,17,19,18,D,1 + 17 = 18,English,Synonyms Antonyms,Hard
CB7-01099,What is 45 + 44?,90,91,89,88,C,45 + 44 = 89,Science,Electric Current,Easy
CB7-01100,What is 8 + 40?,49,47,50,48,D,8 + 40 = 48,Science,Soil,Easy
CB7-01101,What is 28 + 28?,56,58,57,55,A,28 + 28 = 56,Science,Nutrition in Plants,Medium
CB7-01102,What is 11 + 37?,50,47,49,48,D,11 + 37 = 48,Science,Weather Climate,Easy
CB7-01103,What is 44 + 17?,60,62,63,61,D,44 + 17 = 61,SST,Inside our Earth,Easy
CB7-01104,What is 13 + 4?,19,16,17,18,C,13 + 4 = 17,Science,Nutrition in Animals,Easy
CB7-01105,What is 22 + 33?,57,54,56,55,D,22 + 33 = 55,English,Sentence Correction,Hard
CB7-01106,What is 16 + 49?,64,65,66,67,B,16 + 49 = 65,Science,Weather Climate,Medium
CB7-01107,What is 2 + 4?,6,5,8,7,A,2 + 4 = 6,SST,Air and Water,Easy
CB7-01108,What is 40 + 16?,58,56,57,55,B,40 + 16 = 56,Maths,Rational Numbers,Medium
CB7-01109,What is 42 + 42?,85,86,83,84,D,42 + 42 = 84,English,Vocabulary,Medium
CB7-01110,What is 5 + 23?,28,30,29,27,A,5 + 23 = 28,SST,Delhi Sultanate,Medium
CB7-01111,What is 31 + 40?,72,70,71,73,C,31 + 40 = 71,Science,Weather Climate,Easy
CB7-01112,What is 50 + 20?,70,72,71,69,A,50 + 20 = 70,Maths,Perimeter and Area,Medium
CB7-01113,What is 48 + 2?,51,52,49,50,D,48 + 2 = 50,English,Comprehension,Hard
CB7-01114,What is 45 + 5?,52,50,49,51,B,45 + 5 = 50,Science,Physical and Chemical Changes,Medium
CB7-01115,What is 4 + 12?,18,16,15,17,B,4 + 12 = 16,English,Synonyms Antonyms,Medium
CB7-01116,What is 50 + 22?,71,74,73,72,D,50 + 22 = 72,English,Comprehension,Hard
CB7-01117,What is 18 + 35?,54,53,55,52,B,18 + 35 = 53,Science,Acids Bases and Salts,Easy
CB7-01118,What is 23 + 42?,67,64,65,66,C,23 + 42 = 65,SST,Markets,Medium
CB7-01119,What is 41 + 11?,52,53,51,54,A,41 + 11 = 52,English,Synonyms Antonyms,Medium
CB7-01120,What is 44 + 20?,64,65,63,66,A,44 + 20 = 64,Science,Heat,Easy
CB7-01121,What is 49 + 12?,60,63,61,62,C,49 + 12 = 61,SST,Inside our Earth,Hard
CB7-01122,What is 27 + 31?,58,57,59,60,A,27 + 31 = 58,Science,Fibre to Fabric,Easy
CB7-01123,What is 2 + 11?,12,15,14,13,D,2 + 11 = 13,English,Fill in the Blanks,Medium
CB7-01124,What is 26 + 14?,41,40,39,42,B,26 + 14 = 40,Maths,Algebra,Easy
CB7-01125,What is 29 + 37?,65,67,68,66,D,29 + 37 = 66,Science,Fibre to Fabric,Medium
CB7-01126,What is 39 + 5?,44,46,45,43,A,39 + 5 = 44,SST,Delhi Sultanate,Hard
CB7-01127,What is 37 + 22?,60,61,59,58,C,37 + 22 = 59,English,Sentence Correction,Medium
CB7-01128,What is 26 + 19?,47,45,46,44,B,26 + 19 = 45,SST,Air and Water,Easy
CB7-01129,What is 25 + 31?,55,58,57,56,D,25 + 31 = 56,Science,Light,Hard
CB7-01130,What is 3 + 50?,53,52,54,55,A,3 + 50 = 53,Science,Light,Hard
CB7-01131,What is 18 + 44?,61,63,62,64,C,18 + 44 = 62,Science,Reproduction in Plants,Hard
CB7-01132,What is 18 + 32?,50,49,52,51,A,18 + 32 = 50,Maths,Integers,Medium
CB7-01133,What is 9 + 16?,24,26,27,25,D,9 + 16 = 25,SST,Markets,Medium
CB7-01134,What is 4 + 26?,29,31,32,30,D,4 + 26 = 30,English,Sentence Correction,Hard
CB7-01135,What is 23 + 17?,39,41,40,42,C,23 + 17 = 40,SST,Equality,Medium
CB7-01136,What is 29 + 17?,45,46,48,47,B,29 + 17 = 46,SST,Markets,Hard
CB7-01137,What is 49 + 29?,77,79,78,80,C,49 + 29 = 78,English,Vocabulary,Easy
CB7-01138,What is 23 + 18?,42,43,40,41,D,23 + 18 = 41,SST,Government,Hard
CB7-01139,What is 39 + 17?,56,55,58,57,A,39 + 17 = 56,SST,Equality,Hard
CB7-01140,What is 8 + 43?,51,53,50,52,A,8 + 43 = 51,SST,Medieval India,Medium
CB7-01141,What is 27 + 46?,72,74,73,75,C,27 + 46 = 73,SST,Government,Hard
CB7-01142,What is 27 + 21?,47,49,48,50,C,27 + 21 = 48,Maths,Lines and Angles,Easy
CB7-01143,What is 49 + 37?,88,87,85,86,D,49 + 37 = 86,English,Parts of Speech,Easy
CB7-01144,What is 50 + 49?,101,99,100,98,B,50 + 49 = 99,English,Parts of Speech,Hard
CB7-01145,What is 36 + 36?,73,71,74,72,D,36 + 36 = 72,SST,Government,Easy
CB7-01146,What is 16 + 18?,36,33,35,34,D,16 + 18 = 34,Maths,Simple Equations,Medium
CB7-01147,What is 34 + 24?,58,57,60,59,A,34 + 24 = 58,Science,Nutrition in Animals,Medium
CB7-01148,What is 41 + 43?,84,85,83,86,A,41 + 43 = 84,SST,Environment,Easy
CB7-01149,What is 19 + 4?,23,25,24,22,A,19 + 4 = 23,Maths,Algebra,Medium
CB7-01150,What is 21 + 35?,56,58,57,55,A,21 + 35 = 56,SST,Government,Medium
CB7-01151,What is 38 + 45?,85,82,83,84,C,38 + 45 = 83,SST,Markets,Medium
CB7-01152,What is 28 + 18?,45,46,48,47,B,28 + 18 = 46,SST,Equality,Medium
CB7-01153,What is 38 + 22?,61,59,62,60,D,38 + 22 = 60,Science,Physical and Chemical Changes,Easy
CB7-01154,What is 35 + 1?,37,38,36,35,C,35 + 1 = 36,Science,Fibre to Fabric,Easy
CB7-01155,What is 49 + 43?,92,93,91,94,A,49 + 43 = 92,Science,Nutrition in Plants,Easy
CB7-01156,What is 22 + 16?,40,38,37,39,B,22 + 16 = 38,Maths,Algebra,Hard
CB7-01157,What is 47 + 47?,94,95,96,93,A,47 + 47 = 94,English,Parts of Speech,Easy
CB7-01158,What is 35 + 3?,37,39,40,38,D,35 + 3 = 38,Science,Respiration,Medium
CB7-01159,What is 36 + 14?,51,50,52,49,B,36 + 14 = 50,Science,Soil,Medium
CB7-01160,What is 39 + 44?,83,85,84,82,A,39 + 44 = 83,English,Tenses,Hard
CB7-01161,What is 16 + 5?,22,21,20,23,B,16 + 5 = 21,Maths,Perimeter and Area,Medium
CB7-01162,What is 5 + 15?,20,19,21,22,A,5 + 15 = 20,Maths,Comparing Quantities,Medium
CB7-01163,What is 27 + 20?,47,48,49,46,A,27 + 20 = 47,Maths,Comparing Quantities,Medium
CB7-01164,What is 47 + 25?,72,71,73,74,A,47 + 25 = 72,English,Tenses,Medium
CB7-01165,What is 29 + 50?,79,78,80,81,A,29 + 50 = 79,English,Grammar,Easy
CB7-01166,What is 24 + 30?,56,53,54,55,C,24 + 30 = 54,Science,Fibre to Fabric,Easy
CB7-01167,What is 3 + 50?,55,53,52,54,B,3 + 50 = 53,Maths,Algebra,Medium
CB7-01168,What is 18 + 45?,65,62,64,63,D,18 + 45 = 63,SST,Mughal Empire,Hard
CB7-01169,What is 38 + 11?,48,51,50,49,D,38 + 11 = 49,SST,Air and Water,Easy
CB7-01170,What is 44 + 21?,64,66,65,67,C,44 + 21 = 65,Maths,Triangle and Properties,Medium
CB7-01171,What is 7 + 18?,26,24,25,27,C,7 + 18 = 25,Maths,Comparing Quantities,Hard
CB7-01172,What is 22 + 9?,30,31,33,32,B,22 + 9 = 31,Maths,Data Handling,Medium
CB7-01173,What is 33 + 4?,37,36,39,38,A,33 + 4 = 37,Science,Nutrition in Plants,Easy
CB7-01174,What is 23 + 3?,26,28,27,25,A,23 + 3 = 26,SST,Inside our Earth,Easy
CB7-01175,What is 21 + 49?,69,70,71,72,B,21 + 49 = 70,Maths,Rational Numbers,Medium
CB7-01176,What is 28 + 8?,35,36,37,38,B,28 + 8 = 36,Science,Respiration,Medium
CB7-01177,What is 44 + 43?,88,89,87,86,C,44 + 43 = 87,English,Fill in the Blanks,Medium
CB7-01178,What is 18 + 28?,48,45,46,47,C,18 + 28 = 46,English,Grammar,Medium
CB7-01179,What is 50 + 12?,64,62,63,61,B,50 + 12 = 62,Science,Transportation in Plants and Animals,Hard
CB7-01180,What is 29 + 32?,63,60,61,62,C,29 + 32 = 61,Maths,Lines and Angles,Medium
CB7-01181,What is 5 + 42?,49,46,48,47,D,5 + 42 = 47,Science,Electric Current,Medium
CB7-01182,What is 19 + 29?,49,48,47,50,B,19 + 29 = 48,English,Fill in the Blanks,Medium
CB7-01183,What is 8 + 49?,59,57,58,56,B,8 + 49 = 57,English,Comprehension,Medium
CB7-01184,What is 19 + 13?,32,34,33,31,A,19 + 13 = 32,Science,Light,Easy
CB7-01185,What is 50 + 13?,62,65,64,63,D,50 + 13 = 63,English,Sentence Correction,Hard
CB7-01186,What is 26 + 6?,31,32,34,33,B,26 + 6 = 32,SST,State Government,Easy
CB7-01187,What is 23 + 48?,73,70,71,72,C,23 + 48 = 71,SST,Media,Easy
CB7-01188,What is 7 + 12?,18,20,19,21,C,7 + 12 = 19,English,Parts of Speech,Hard
CB7-01189,What is 28 + 31?,58,59,61,60,B,28 + 31 = 59,Maths,Comparing Quantities,Easy
CB7-01190,What is 4 + 14?,18,19,17,20,A,4 + 14 = 18,SST,Air and Water,Hard
CB7-01191,What is 5 + 21?,25,28,26,27,C,5 + 21 = 26,English,Grammar,Hard
CB7-01192,What is 29 + 47?,76,78,77,75,A,29 + 47 = 76,Science,Weather Climate,Hard
CB7-01193,What is 4 + 48?,54,51,52,53,C,4 + 48 = 52,Maths,Simple Equations,Hard
CB7-01194,What is 8 + 21?,31,29,30,28,B,8 + 21 = 29,Science,Respiration,Easy
CB7-01195,What is 28 + 6?,35,36,34,33,C,28 + 6 = 34,English,Grammar,Easy
CB7-01196,What is 45 + 4?,50,51,49,48,C,45 + 4 = 49,SST,Environment,Medium
CB7-01197,What is 30 + 39?,70,71,69,68,C,30 + 39 = 69,English,Comprehension,Medium
CB7-01198,What is 1 + 23?,23,25,26,24,D,1 + 23 = 24,Science,Fibre to Fabric,Hard
CB7-01199,What is 11 + 42?,54,52,53,55,C,11 + 42 = 53,Maths,Rational Numbers,Medium
CB7-01200,What is 33 + 27?,62,60,61,59,B,33 + 27 = 60,Science,Physical and Chemical Changes,Medium
CB7-01201,What is 35 + 4?,38,40,41,39,D,35 + 4 = 39,English,Fill in the Blanks,Medium
CB7-01202,What is 38 + 25?,62,63,65,64,B,38 + 25 = 63,SST,Equality,Hard
CB7-01203,What is 50 + 30?,80,81,79,82,A,50 + 30 = 80,Science,Respiration,Easy
CB7-01204,What is 4 + 12?,15,18,17,16,D,4 + 12 = 16,Science,Physical and Chemical Changes,Medium
CB7-01205,What is 25 + 38?,65,64,62,63,D,25 + 38 = 63,Maths,Triangle and Properties,Hard
CB7-01206,What is 20 + 28?,48,49,50,47,A,20 + 28 = 48,English,Comprehension,Hard
CB7-01207,What is 8 + 45?,55,54,52,53,D,8 + 45 = 53,Maths,Triangle and Properties,Medium
CB7-01208,What is 40 + 35?,75,74,76,77,A,40 + 35 = 75,English,Tenses,Hard
CB7-01209,What is 24 + 25?,50,49,51,48,B,24 + 25 = 49,SST,Government,Medium
CB7-01210,What is 41 + 8?,48,51,50,49,D,41 + 8 = 49,English,Vocabulary,Medium
CB7-01211,What is 48 + 18?,68,67,65,66,D,48 + 18 = 66,SST,Markets,Hard
CB7-01212,What is 17 + 7?,24,25,23,26,A,17 + 7 = 24,SST,Mughal Empire,Medium
CB7-01213,What is 15 + 1?,18,17,15,16,D,15 + 1 = 16,Maths,Algebra,Hard
CB7-01214,What is 27 + 25?,51,53,52,54,C,27 + 25 = 52,English,Grammar,Medium
CB7-01215,What is 41 + 43?,83,84,85,86,B,41 + 43 = 84,Science,Nutrition in Animals,Hard
CB7-01216,What is 40 + 50?,92,91,90,89,C,40 + 50 = 90,Maths,Data Handling,Medium
CB7-01217,What is 46 + 39?,86,87,85,84,C,46 + 39 = 85,Science,Fibre to Fabric,Medium
CB7-01218,What is 20 + 10?,30,29,32,31,A,20 + 10 = 30,English,Tenses,Hard
CB7-01219,What is 20 + 32?,54,51,53,52,D,20 + 32 = 52,Science,Heat,Medium
CB7-01220,What is 40 + 21?,60,62,63,61,D,40 + 21 = 61,English,Synonyms Antonyms,Hard
CB7-01221,What is 47 + 16?,64,65,63,62,C,47 + 16 = 63,SST,Equality,Medium
CB7-01222,What is 10 + 14?,23,24,25,26,B,10 + 14 = 24,SST,Medieval India,Hard
CB7-01223,What is 37 + 35?,71,73,72,74,C,37 + 35 = 72,SST,State Government,Medium
CB7-01224,What is 39 + 21?,62,60,59,61,B,39 + 21 = 60,Maths,Rational Numbers,Hard
CB7-01225,What is 28 + 50?,80,79,78,77,C,28 + 50 = 78,English,Sentence Correction,Easy
CB7-01226,What is 27 + 6?,35,32,33,34,C,27 + 6 = 33,Science,Electric Current,Medium
CB7-01227,What is 17 + 30?,48,46,49,47,D,17 + 30 = 47,Science,Nutrition in Animals,Hard
CB7-01228,What is 24 + 43?,69,68,67,66,C,24 + 43 = 67,Science,Heat,Hard
CB7-01229,What is 19 + 11?,30,32,29,31,A,19 + 11 = 30,Maths,Triangle and Properties,Hard
CB7-01230,What is 32 + 16?,47,50,49,48,D,32 + 16 = 48,Maths,Algebra,Easy
CB7-01231,What is 26 + 48?,73,74,76,75,B,26 + 48 = 74,English,Comprehension,Hard
CB7-01232,What is 44 + 18?,63,64,61,62,D,44 + 18 = 62,Maths,Comparing Quantities,Easy
CB7-01233,What is 32 + 50?,84,83,81,82,D,32 + 50 = 82,Science,Nutrition in Plants,Easy
CB7-01234,What is 13 + 26?,38,39,41,40,B,13 + 26 = 39,SST,Media,Medium
CB7-01235,What is 44 + 37?,80,82,81,83,C,44 + 37 = 81,Science,Soil,Hard
CB7-01236,What is 15 + 29?,44,46,43,45,A,15 + 29 = 44,English,Comprehension,Hard
CB7-01237,What is 29 + 5?,33,35,34,36,C,29 + 5 = 34,Maths,Lines and Angles,Easy
CB7-01238,What is 27 + 46?,75,72,73,74,C,27 + 46 = 73,SST,Equality,Hard
CB7-01239,What is 35 + 17?,54,51,52,53,C,35 + 17 = 52,Science,Weather Climate,Easy
CB7-01240,What is 13 + 22?,35,37,36,34,A,13 + 22 = 35,English,Tenses,Hard
CB7-01241,What is 11 + 1?,14,13,11,12,D,11 + 1 = 12,English,Vocabulary,Easy
CB7-01242,What is 16 + 43?,60,59,61,58,B,16 + 43 = 59,English,Parts of Speech,Hard
CB7-01243,What is 17 + 10?,27,26,29,28,A,17 + 10 = 27,SST,Media,Hard
CB7-01244,What is 22 + 23?,47,45,44,46,B,22 + 23 = 45,SST,Inside our Earth,Hard
CB7-01245,What is 16 + 32?,49,48,50,47,B,16 + 32 = 48,SST,Government,Hard
CB7-01246,What is 12 + 21?,33,34,32,35,A,12 + 21 = 33,Science,Heat,Easy
CB7-01247,What is 21 + 25?,47,45,46,48,C,21 + 25 = 46,English,Grammar,Medium
CB7-01248,What is 35 + 11?,46,47,48,45,A,35 + 11 = 46,Science,Nutrition in Animals,Medium
CB7-01249,What is 30 + 33?,62,65,63,64,C,30 + 33 = 63,Science,Acids Bases and Salts,Hard
CB7-01250,What is 49 + 30?,81,78,79,80,C,49 + 30 = 79,SST,Government,Hard
CB7-01251,What is 10 + 9?,20,21,19,18,C,10 + 9 = 19,English,Tenses,Easy
CB7-01252,What is 49 + 21?,71,72,70,69,C,49 + 21 = 70,Maths,Simple Equations,Medium
CB7-01253,What is 23 + 35?,59,58,60,57,B,23 + 35 = 58,Maths,Integers,Easy
CB7-01254,What is 14 + 37?,53,51,52,50,B,14 + 37 = 51,English,Tenses,Easy
CB7-01255,What is 12 + 22?,35,34,36,33,B,12 + 22 = 34,Science,Transportation in Plants and Animals,Hard
CB7-01256,What is 42 + 26?,70,67,68,69,C,42 + 26 = 68,Science,Fibre to Fabric,Hard
CB7-01257,What is 22 + 37?,58,60,61,59,D,22 + 37 = 59,SST,Air and Water,Medium
CB7-01258,What is 9 + 14?,24,22,23,25,C,9 + 14 = 23,Maths,Algebra,Easy
CB7-01259,What is 50 + 10?,61,60,62,59,B,50 + 10 = 60,Maths,Triangle and Properties,Hard
CB7-01260,What is 16 + 39?,56,55,57,54,B,16 + 39 = 55,Maths,Data Handling,Medium
CB7-01261,What is 49 + 11?,60,61,59,62,A,49 + 11 = 60,Maths,Integers,Hard
CB7-01262,What is 36 + 16?,51,52,53,54,B,36 + 16 = 52,SST,Delhi Sultanate,Medium
CB7-01263,What is 25 + 2?,26,29,28,27,D,25 + 2 = 27,SST,State Government,Easy
CB7-01264,What is 33 + 10?,45,44,42,43,D,33 + 10 = 43,English,Sentence Correction,Hard
CB7-01265,What is 13 + 43?,57,55,56,58,C,13 + 43 = 56,English,Parts of Speech,Medium
CB7-01266,What is 46 + 49?,94,97,96,95,D,46 + 49 = 95,English,Fill in the Blanks,Medium
CB7-01267,What is 35 + 13?,48,47,50,49,A,35 + 13 = 48,Science,Acids Bases and Salts,Easy
CB7-01268,What is 40 + 29?,71,70,68,69,D,40 + 29 = 69,English,Sentence Correction,Medium
CB7-01269,What is 49 + 38?,88,87,86,89,B,49 + 38 = 87,English,Parts of Speech,Hard
CB7-01270,What is 38 + 28?,66,68,65,67,A,38 + 28 = 66,Science,Respiration,Hard
CB7-01271,What is 45 + 16?,63,62,60,61,D,45 + 16 = 61,Science,Nutrition in Animals,Hard
CB7-01272,What is 41 + 11?,54,52,53,51,B,41 + 11 = 52,English,Grammar,Hard
CB7-01273,What is 39 + 1?,39,41,42,40,D,39 + 1 = 40,English,Sentence Correction,Easy
CB7-01274,What is 9 + 17?,28,26,25,27,B,9 + 17 = 26,English,Sentence Correction,Medium
CB7-01275,What is 15 + 27?,43,42,41,44,B,15 + 27 = 42,Science,Soil,Easy
CB7-01276,What is 16 + 34?,51,52,50,49,C,16 + 34 = 50,Science,Soil,Hard
CB7-01277,What is 46 + 43?,91,88,89,90,C,46 + 43 = 89,Maths,Triangle and Properties,Hard
CB7-01278,What is 35 + 50?,85,87,86,84,A,35 + 50 = 85,SST,Environment,Medium
CB7-01279,What is 10 + 10?,20,19,22,21,A,10 + 10 = 20,English,Synonyms Antonyms,Medium
CB7-01280,What is 3 + 10?,15,13,14,12,B,3 + 10 = 13,Maths,Algebra,Hard
CB7-01281,What is 1 + 25?,25,27,28,26,D,1 + 25 = 26,SST,Inside our Earth,Easy
CB7-01282,What is 48 + 15?,65,62,63,64,C,48 + 15 = 63,SST,Media,Hard
CB7-01283,What is 6 + 32?,39,37,40,38,D,6 + 32 = 38,Maths,Integers,Medium
CB7-01284,What is 17 + 1?,18,19,20,17,A,17 + 1 = 18,English,Comprehension,Medium
CB7-01285,What is 35 + 41?,76,77,78,75,A,35 + 41 = 76,English,Tenses,Medium
CB7-01286,What is 44 + 38?,81,83,82,84,C,44 + 38 = 82,Science,Light,Hard
CB7-01287,What is 15 + 32?,47,48,46,49,A,15 + 32 = 47,Maths,Fractions and Decimals,Medium
CB7-01288,What is 13 + 14?,26,28,29,27,D,13 + 14 = 27,Maths,Perimeter and Area,Medium
CB7-01289,What is 12 + 28?,42,39,40,41,C,12 + 28 = 40,English,Synonyms Antonyms,Easy
CB7-01290,What is 13 + 13?,25,26,27,28,B,13 + 13 = 26,Maths,Comparing Quantities,Hard
CB7-01291,What is 19 + 6?,27,25,24,26,B,19 + 6 = 25,Science,Nutrition in Plants,Medium
CB7-01292,What is 50 + 17?,69,67,68,66,B,50 + 17 = 67,Science,Nutrition in Plants,Easy
CB7-01293,What is 39 + 37?,76,78,77,75,A,39 + 37 = 76,SST,Inside our Earth,Hard
CB7-01294,What is 7 + 37?,46,43,44,45,C,7 + 37 = 44,Maths,Simple Equations,Easy
CB7-01295,What is 25 + 25?,52,50,51,49,B,25 + 25 = 50,Science,Light,Medium
CB7-01296,What is 18 + 24?,42,43,44,41,A,18 + 24 = 42,English,Synonyms Antonyms,Hard
CB7-01297,What is 25 + 2?,27,29,26,28,A,25 + 2 = 27,Science,Respiration,Hard
CB7-01298,What is 47 + 20?,68,67,69,66,B,47 + 20 = 67,SST,Mughal Empire,Hard
CB7-01299,What is 2 + 25?,28,27,29,26,B,2 + 25 = 27,Maths,Triangle and Properties,Hard
CB7-01300,What is 17 + 2?,18,20,19,21,C,17 + 2 = 19,Maths,Integers,Easy
CB7-01301,What is 2 + 13?,14,16,15,17,C,2 + 13 = 15,Maths,Triangle and Properties,Medium
CB7-01302,What is 43 + 26?,68,71,69,70,C,43 + 26 = 69,English,Fill in the Blanks,Medium
CB7-01303,What is 16 + 36?,54,53,51,52,D,16 + 36 = 52,Maths,Triangle and Properties,Easy
CB7-01304,What is 4 + 46?,51,49,52,50,D,4 + 46 = 50,SST,Inside our Earth,Easy
CB7-01305,What is 3 + 29?,32,31,34,33,A,3 + 29 = 32,Maths,Algebra,Easy
CB7-01306,What is 25 + 28?,53,52,55,54,A,25 + 28 = 53,SST,Environment,Medium
CB7-01307,What is 50 + 27?,77,78,79,76,A,50 + 27 = 77,English,Vocabulary,Medium
CB7-01308,What is 42 + 47?,90,91,88,89,D,42 + 47 = 89,Maths,Simple Equations,Hard
CB7-01309,What is 26 + 42?,70,68,69,67,B,26 + 42 = 68,SST,State Government,Easy
CB7-01310,What is 33 + 16?,50,51,49,48,C,33 + 16 = 49,Maths,Algebra,Medium
CB7-01311,What is 3 + 29?,33,31,32,34,C,3 + 29 = 32,English,Grammar,Hard
CB7-01312,What is 3 + 28?,31,32,30,33,A,3 + 28 = 31,Maths,Simple Equations,Easy
CB7-01313,What is 24 + 6?,32,29,31,30,D,24 + 6 = 30,English,Parts of Speech,Medium
CB7-01314,What is 39 + 6?,47,45,44,46,B,39 + 6 = 45,Maths,Rational Numbers,Medium
CB7-01315,What is 32 + 39?,70,72,71,73,C,32 + 39 = 71,Maths,Triangle and Properties,Easy
CB7-01316,What is 37 + 22?,60,58,59,61,C,37 + 22 = 59,English,Grammar,Medium
CB7-01317,What is 34 + 19?,55,52,54,53,D,34 + 19 = 53,English,Tenses,Hard
CB7-01318,What is 1 + 5?,7,8,6,5,C,1 + 5 = 6,Maths,Lines and Angles,Easy
CB7-01319,What is 19 + 9?,30,28,27,29,B,19 + 9 = 28,Maths,Simple Equations,Medium
CB7-01320,What is 35 + 32?,69,66,68,67,D,35 + 32 = 67,SST,Medieval India,Easy
CB7-01321,What is 12 + 17?,29,30,28,31,A,12 + 17 = 29,Science,Acids Bases and Salts,Easy
CB7-01322,What is 28 + 32?,62,61,59,60,D,28 + 32 = 60,Maths,Perimeter and Area,Easy
CB7-01323,What is 46 + 32?,78,79,80,77,A,46 + 32 = 78,Maths,Comparing Quantities,Easy
CB7-01324,What is 45 + 6?,53,51,52,50,B,45 + 6 = 51,Maths,Algebra,Medium
CB7-01325,What is 13 + 25?,37,38,39,40,B,13 + 25 = 38,Maths,Fractions and Decimals,Medium
CB7-01326,What is 39 + 49?,89,88,87,90,B,39 + 49 = 88,Maths,Simple Equations,Medium
CB7-01327,What is 10 + 44?,54,53,55,56,A,10 + 44 = 54,English,Vocabulary,Easy
CB7-01328,What is 33 + 10?,44,43,42,45,B,33 + 10 = 43,SST,Inside our Earth,Easy
CB7-01329,What is 37 + 21?,60,59,57,58,D,37 + 21 = 58,SST,Government,Hard
CB7-01330,What is 36 + 19?,55,56,57,54,A,36 + 19 = 55,English,Fill in the Blanks,Hard
CB7-01331,What is 45 + 35?,80,79,82,81,A,45 + 35 = 80,SST,Delhi Sultanate,Easy
CB7-01332,What is 43 + 26?,71,68,69,70,C,43 + 26 = 69,SST,Equality,Easy
CB7-01333,What is 3 + 34?,36,39,37,38,C,3 + 34 = 37,Maths,Comparing Quantities,Easy
CB7-01334,What is 2 + 34?,38,36,37,35,B,2 + 34 = 36,SST,State Government,Hard
CB7-01335,What is 39 + 27?,65,68,66,67,C,39 + 27 = 66,SST,Mughal Empire,Easy
CB7-01336,What is 12 + 14?,27,28,25,26,D,12 + 14 = 26,English,Vocabulary,Medium
CB7-01337,What is 20 + 19?,38,41,39,40,C,20 + 19 = 39,Maths,Comparing Quantities,Hard
CB7-01338,What is 42 + 4?,47,45,48,46,D,42 + 4 = 46,English,Parts of Speech,Medium
CB7-01339,What is 48 + 18?,68,67,66,65,C,48 + 18 = 66,Science,Electric Current,Hard
CB7-01340,What is 40 + 47?,86,88,89,87,D,40 + 47 = 87,English,Tenses,Easy
CB7-01341,What is 42 + 33?,74,75,76,77,B,42 + 33 = 75,Maths,Rational Numbers,Medium
CB7-01342,What is 32 + 42?,74,76,73,75,A,32 + 42 = 74,Maths,Rational Numbers,Easy
CB7-01343,What is 27 + 8?,34,36,37,35,D,27 + 8 = 35,Science,Electric Current,Medium
CB7-01344,What is 8 + 42?,51,52,49,50,D,8 + 42 = 50,SST,Equality,Hard
CB7-01345,What is 18 + 9?,29,27,26,28,B,18 + 9 = 27,Maths,Fractions and Decimals,Hard
